"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"B4RL6FVK","book","1667","Fournier, Georges","Hydrographie contenant la theorie et la pratique de toutes les parties de la navigation.","","","","","","","1667","2020-08-31 13:40:24","2020-11-30 09:33:35","","","","","","","","Hydrographie","","","","","Iean du Puis","Paris","French","","","","","Open WorldCat","","Paris, Chez Iean du Puis, ruë Sain Jacques, à la Couronne d'or. M.DC. LXVII. Avec privilege du roy.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10933978/manifest","Jesuiten; Übersetzung; Navigation; Kompass; Instrument; Fournier; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EADBZGZ4","book","1603","Nautonier, Guillaume de","The mecographie of ye loadstone","","","","","","","1603","2020-08-31 13:40:24","2020-11-26 14:28:35","2014-10-07 08:53:30","","","","","","","The mecographie of ye loadstone","","","","","Raimond Colomies; Antoine de Courteneusue","Toulouse; Vénès","English","","","","","Open WorldCat","","issued: 1603/1604. par Raimond Colomies, imprimeur en l'Vniuersitié de Tolose, & par Antoine de Courteneusue, aux frais de l'autheur- Imprimé à Tolose, & à Venez.","","","https://search.proquest.com/docview/2240894035/fulltextPDF/8F298799919D4E53PQ/1?accountid=104321","Mathematik; England; Navigation; Kompass; Instrument; Abweichung; Tabelle; Nautonier; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y7Z3DF9K","book","1717","Mercati, Michele","Metallotheca opus posthumum, Auctoritate, & magnificentia Clementis undecimi Pontificis maximi E tenebris in lucem eductum;","","","","","","","1717","2020-08-31 13:40:24","2020-11-30 09:51:54","","","","","","","","Metallotheca","","","","","Jo Mariae Salvioni","Rome","Latin","","","","","Open WorldCat","","Romæ MDCCXVII. Ex officina Jo Mariae Salvioni Romani in Archigymnasio Sapientiae. Superior facultate.","","","https://archive.org/details/MichaelisMercatiSamminiatensisMetallothecaOpusPosthumumAuctoritate/mercati-m-metallotheca-1717-RTL014971-LowRes","Physik; Fracastoro; Abbildung; Polarität; Lapidarium; Reisebericht; Metall; calamita biancha; ausgedruckt; Mohammed; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","Assalti, Pietro; Lancisi, Giovanni Maria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSKSJF6M","book","1653","Maignan, Emmanuel","Pars secunda philosophiae naturae","","","","","","","1653","2020-08-31 13:40:24","2020-11-27 08:59:50","","","","","","","","Emanuelis Maignan Cursus philosophicus","Cursus philosophicus: concinnatus ex notissimis cuiusque principiis","3","","","Bosc","Toulouse","Latin","","","","","Open WorldCat","","Tolosae, Apud Raymundum Bosc, M. DC. LIII. Cum Privilegio Regis.","","","https://books.google.it/books?id=uOYPdO1P7o8C&pg=PA1093&dq=Pars+secunda+philosophiae+naturae+1653+Maignan&hl=it&sa=X&ved=2ahUKEwip9qOjhq_sAhXSEcAKHZ5BCmwQ6AEwAHoECAMQAg#v=onepage&q=Pars%20secunda%20philosophiae%20naturae%201653%20Maignan&f=false","Aristoteles; Physik; Descartes; Rezeption; Cursus; Maignan; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4C26N295","book","1565","Maggi, Lucilio; Aristoteles","In IIII libros Aristotelis, De cælo & Mundo, commentarij. Unà cum eorundem librorum è Cræco in Latinum per eundem conversione.","","","","","","","1565","2020-08-31 13:40:24","2020-11-26 13:09:32","","","","","","","","In IIII libros Aristotelis, De cælo & Mundo, commentarij.","","","","","Vincentium Valgrisium","Venice","Latin","","","","","Open WorldCat","","Venetiis, MDLXV. apud Vincentium Valgrisium","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10195470/manifest","sphaera activitatis; Aristoteles; Physik; Astrologie; Navigation; Kompass; Kosmologie; Abbildung; Polarität; Instrument; Sphaera; Kommentar; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CQI44XP","book","1668","Léotaud, Vincent","Magnetologia; in qua exponitur nova de magneticis philosophia.","","","","","","","1668","2020-08-31 13:40:24","2020-12-18 10:30:09","","","","","","","","Magnetologia","","","","","Laurentii Anisson","Lugduni","Latin","","","","","Open WorldCat","","Lugduni, Sumptibus Laurentii Anisson. M. DC. LXVIII. Cum privilegio regis.","","","https://www.e-rara.ch/i3f/v20/9407014/manifest","Cabeo; Magnet; Jesuiten; Kircher; Ismus; Z_METADATA; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UY6ZQ6J","book","1717","Leonardi, Camillo; Arlensis de Scudalupis, Petrus; Albinius, Petrus Constantius (Villanovensis)","Speculum lapidum, et D. Petri Arlensis de Scudalupis Presbyteri Hierosolymitani, Sympathia septem metallorum ac septem selectorum lapidum ad planetas","","","","","","","1717","2020-08-31 13:40:24","2020-12-17 14:38:00","","","","","","","","Speculum lapidum","","","","","Christianum Liebezeit","Hamburg","Latin","","","","","Open WorldCat","","Hamburgi Apud Christianum Liebezeit, 1717.","","","https://books.google.it/books?id=LJFaAAAAcAAJ&dq=intitle:Speculum+lapidum,+et+D.+Petri+Arlensis+1717&as_brr=3&redir_esc=y&hl=it","Magie; Technik; Hermetik; Alchemie; Astrologie; Telegraph; Kompass; Analogie; Porta; Polarität; Lapidarium; Skepsis; Amulett; Abweichung; Leonardi; Balenus; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3H328LJL","book","1667","Kircher, Athanasius","Magneticum naturae regnum, sive, Disceptatio physiologica de triplici in natura rerum magnete, juxta triplicem ejusdem naturae gradum digesto: inanimato, animato, sensitivo","","","","","","","1667","2020-08-31 13:40:24","2020-11-27 09:03:06","","","","","","","","Magneticum naturae regnum","","","","","Ignatii de Lazaris","Rome","Latin","","","","","Open WorldCat","","Romae, Typis Ignatij de Lazaris. 1667. Sup. Permissit.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10058478/manifest","Magnet; Jesuiten; Kircher; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BY64FZ2J","book","1596","Gallucci, Giovanni Paolo","Nova fabricandi horaria, mobilia et permanentia, tam acv magnetico: qvam sine acv ad omnem latitudinem, ratio nuper excogitata; et nunca primum in lucem edita.","","","","","","","1596","2020-08-31 13:40:24","2020-11-26 14:06:33","","","","","","","","Nova fabricandi horaria","","","","","Bernardum Basam","Venice","Latin","","","","","Open WorldCat","","Venetiis MDXCVI. Apud Bernardum Basam, ad Solis insigne.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10147825/manifest","Mathematik; Technik; Magnet; Kompass; Instrument; Abweichung; Uhr; Sonnenuhr; Meridian; Handbuch; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RQWSL4N","book","1623","Fludd, Robert","Sectionis primae portio tertia De anatomia triplici: in partes tres divisa.","","","","","","","1623","2020-08-31 13:40:24","2020-11-26 14:45:17","","","","","","","","De anatomia triplici","","","","","Iann Theodor De Bry","Frankfurt","Latin","","","","","Open WorldCat","","Francofurti, Ex Typographia Erasmi Kempfferl Sumptibus Ioan. Theodor. de Bry. Anno M.DC.XXIII.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11069402/manifest","Magie; Sympathie; Medizin; Okkult; Technik; Waffensalbe; Paracelsus; Fludd; Telegraph; Porta; Blut; Instrument; calamita biancha; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VGS426WD","book","1636","Ens, Caspar","Thaumaturgus mathematicus, id est, Admirabilium effectorum e mathematicarum disciplinarum fontibus profluentium sylloge.","","","","","","","1636","2020-08-31 13:40:24","2020-11-26 14:53:25","","","","","","","","Thaumaturgus mathematicus","","","","","Constantinm Münich","Cologne","Latin","","","","","Open WorldCat","","Coloniae, Apud Constantinum Munich, Anno 1636. Cum specialis Gratia & Privilegio S. C. M.","","","https://www.e-rara.ch/i3f/v20/4410113/manifest","Mathematik; Magie; Technik; Wunder; Kircher; Navigation; Telegraph; Maschine; Populär; Disziplinen; Mohammed; Leurechon; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YY4EQ4UQ","book","1690","Dechales, Claudius Franciscus Milliet","Cursus seu mundus mathematicus Tomus primus","","","","","","","1690","2020-08-31 13:40:24","2020-11-27 09:06:14","","","","","","","","Cursus seu mundus","","","","","Anissonios;  Joan Posuel; Claud Rigaud","Lugduni","Latin","","","","","Open WorldCat","","Lugduni, Apud Anissonios, Joan Posuel, Claud Rigaud. M. DC. LXXXX. Cum privilegio regis.","","; ","https://books.google.it/books?id=3NNs7i-vC0QC&dq=inauthor:Dechales+1690&as_brr=3&redir_esc=y&hl=it; https://www.e-rara.ch/i3f/v20/2518348/manifest","Physik; Jesuiten; Experiment; Rezeption; Cursus; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6KLL5EN","book","1663","Cardano, Gerolamo","Opera Omnia: Tam Hactenus excusa; hic tamen aucta & emendata; quam nunquam alias visa, ac primum ex Auctoris ipsius Autographis eruta","","","","","","http://www.cardano.unimi.it/testi/opera.html","1663","2020-08-31 13:40:24","2020-11-30 09:32:52","","","","","","10","","Opera omnia","","","","","Ioannis Antonii Huguetan; Marci Antonii Ravaud","Lugduni","Latin","","","","","Open WorldCat","","Lugduni, Sumptibus Ioannis Antonii Huguetan & Marci Antonii Ravaud, M. DC: LXIII. Cum privilegium regis.","","","http://kvk.bibliothek.kit.edu/view-title/index.php?katalog=ARCHIVE_ORG&url=http%3A%2F%2Farchive.org%2Fdetails%2Fbub_gb_npDfaPp-3Y0C&signature=JCS7JXeWwiRcrhLyKj2QlyUJYjlFAu28N11bLMKWWtU&showCoverImg=1","Physik; Bewegung; Magie; Medizin; Technik; Astrologie; Cardano; Knoblauch; Polarität; Lapidarium; Geheimnis; Amulett; Instrument; Abweichung; Perpetuum mobile; Meridian; ausgedruckt; Werkausgabe; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BN3XZCDQ","book","1603","Plinius, Basilius","Carmen De Magnete","","","","","","","1603","2020-08-31 13:40:24","2020-11-26 14:28:51","","","","","","","","Carmen","","","","","Davidis Franci","Ausburg","Latin","","","","","Open WorldCat","","Augustae Vindelicorum, Typis Davidis Franci. M.DCIII.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10770189/manifest","Literatur; Magnet; Analogie; Poesie; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JJJDFUN","book","1618","Barlow, William","Magneticall advertisements: or Divers pertinent observations, and approved experiments, concerning the natures and properties of the load-stone Very pleasant for knowledge, and most needfull for practise, of travelling, or framing of instruments fit for travellers both by sea and land. Whereunto is anexed a breife discoverie of the idle animadversions of Mark Ridley Dr. in Physicke, upon a treatise entituled Magneticall advertisements","","","","","","","1618","2020-08-31 13:40:24","2020-11-26 14:41:34","2014-10-01 14:47:00","","","","","","","Magneticall advertisements","","","","","Edward Griffin","London","English","","","","","Open WorldCat","","London, Printed by Edwards Griffin for Timothy Barlow, and are to be fold at his shop in pauls Church-yards, at the signe of Time. 1618.","","","https://search.proquest.com/docview/2240951828?accountid=104321","England; Magnet; Kopernikus; Gilbert; Navigation; Kompass; Ridley; Barlow; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HLXVTJ2","book","1683","Le Grand, Antoine","Institutio philosophiae, secundum principia D. Renati Descartes: nova methodo adornata, & explicata: in usum juventutis academicae.","","","","","","","1683","2020-08-31 13:40:24","2020-11-30 09:37:23","","","","","","","","Institutio philosophiae, secundum principia D. Renati Descartes","","","","","Johannis Ziegeri; Johannis Michaelis Spörlinii","Nuremberg","Latin","","","","","Open WorldCat","","Norimbergae, Imensis Johannis Ziegeri, Bibliopolae, Typis Johannis Michaelis Sporlini, MDCLVVVIII","","","https://books.google.it/books?id=NCU_AAAAcAAJ&dq=intitle:Institutio+philosophiae,+secundum+principia+D.+Renati+Descartes:+nova+methodo+adornata,+%26+explicata:+in+usum+juventutis+academicae.+1683&as_brr=3&redir_esc=y&hl=it","Physik; Descartes; Mechanik; Abbildung; Deutschland; Rezeption; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EWUFISW8","book","1609","Boodt, Anselmus de","Gemmarum et lapidum historia qua non solum ortus, natura, vis & precium, sed etiam modus quo ex iis olea, salia, tincturae, essentiae, arcana & magisteria arte chymica confici possint, ostenditur: opus principibus, medicis, chymicis, physicis, ac liberalioribus ingeniis utilissimum: cum variis figuris, indiceq. duplici & copioso","","","","","","","1609","2020-08-31 13:40:24","2020-11-26 14:30:33","2014-10-01 10:58:40","","","","","","","Gemmarum et lapidum historia","","","","","Claude de Marne; Jean d'Aubry","Hannover","Latin","","","","","Open WorldCat","","Hanoviae, Typis Wechelianis apud Claudium Marnium & heredes Ioannis Aubrii.","","; ","https://books.google.it/books?id=1zhgAAAAcAAJ&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false; https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10225850/manifest","Paracelsus; Lapidarium; Niederlande; Boodt; Rudolf II; ausgedruckt; Geographie; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; Z_PRIORITY2; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D97I5573","book","1649","Alsted, Johann Heinrich","Scientiarum omnium Encyclopaediae: tomus quartus complectens huins Operis partem septimam. Cuius contenta ssequens folium indicabit.","","","","","","","1649","2020-08-31 13:40:24","2020-11-27 08:58:24","","","","","","","","Scientiarum omnium Encyclopaediae","","","","","Ioannis Antonii Hugretan; Marci Antonii Ravaud","lugduni","Latin","","","","","Open WorldCat","","Lugduni, Sumptibus Ioannis Antonii Hugretan Filij & Marci Antonii Ravaud, Via Mercantoria ad insigne Spherae. M.DC. XLIX, cum privilegio regis.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10325886/manifest","Magnet; Alchemie; Gilbert; Etymologie; Navigation; Enzyklopädie; Alsted; Disziplinen; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
